	Unnamed: 0	sample_id	prompt_source	prompt_target	position_source	position_target	baseline_hop2	baseline_hop3	baseline_multihop3	hop1	hop2	hop3	layer_source	layer_target	generations_patched	is_correct_patched	hidden_rep
574	73162	2093638	Miso Soup's country of origin	The language used in {}	-1	-1	Miso Soup's country of origin	The language used in Japan	The language used in Miso Soup's country of origin	Miso Soup	Japan	Japanese	26	12	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[ 0.8857  2.807  -5.242  ... -1.671   3.389  -2.275 ]
575	49880	2092977	Tacos's country of origin	The language used in {}	-1	-1	Tacos's country of origin	The language used in Mexico	The language used in Tacos's country of origin	Tacos	Mexico	Spanish	22	10	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.578   0.861  -2.1    ... -0.2642 -0.3208 -0.651 ]
576	27365	5596123	the company that developed B-17 Flying Fortress	The name of the CEO of {}	-1	-1	the company that developed B-17 Flying Fortress	The name of the CEO of Boeing	The name of the CEO of the company that developed B-17 Flying Fortress	B-17 Flying Fortress	Boeing	Dennis Muilenburg	30	24	['.' '\n' '\n' 'The' 'name' 'of' 'the' 'CE' 'O' 'of']	False	[ 0.907  -5.543  -2.82   ...  5.656  -0.2144  0.6743]
577	56527	5560746	the company that created Scion xD	The name of the CEO of {}	-1	-1	the company that created Scion xD	The name of the CEO of Toyota	The name of the CEO of the company that created Scion xD	Scion xD	Toyota	Akio Toyoda	3	23	[',' 'the' 'company' 'that' 'makes' 'the' 'app' ',' 'is' '{']	False	[-0.006042 -0.02011  -0.1006   ... -0.2266   -0.1506   -0.075   ]
578	36826	2093744	Poutine's country of origin	The capital of {}	-1	-1	Poutine's country of origin	The capital of Canada	The capital of Poutine's country of origin	Poutine	Canada	Ottawa	26	12	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' 'the']	False	[-1.826  1.893 -6.805 ... -2.842  4.297 -2.3  ]
579	31345	2093075	Chimichurri's country of origin	The language used in {}	-1	-1	Chimichurri's country of origin	The language used in Argentina	The language used in Chimichurri's country of origin	Chimichurri	Argentina	Spanish	18	6	['is' 'not' 'clear' '.' 'It' 'is' 'not' 'clear' 'what' 'is']	False	[-0.0913  1.574  -2.38   ... -1.322   1.373  -0.74  ]
580	50416	2091608	Fish and Chips's country of origin	The official currency of {}	-1	-1	Fish and Chips's country of origin	The official currency of United Kingdom	The official currency of Fish and Chips's country of origin	Fish and Chips	United Kingdom	Pound	16	12	['is' 'the' 'US' 'doll' 'ar' '(' 'US' 'D' ').' '\n']	False	[ 0.006348  0.2603   -0.965    ... -0.704     0.284     0.04932 ]
581	37549	2092905	Miso Soup's country of origin	The largest city in {}	-1	-1	Miso Soup's country of origin	The largest city in Japan	The largest city in Miso Soup's country of origin	Miso Soup	Japan	Tokyo	24	22	['is' 'located' 'in' 'the' 'country' 'of' '{' '}.' '\n' '\n']	False	[-0.05493  2.434   -4.617   ... -1.203    3.479   -1.582  ]
582	25038	2092939	Pizza's country of origin	The language used in {}	-1	-1	Pizza's country of origin	The language used in Italy	The language used in Pizza's country of origin	Pizza	Italy	Italian	17	27	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.1921   2.02    -1.565   ... -0.2026   1.311   -0.02673]
583	66547	2094264	Biryani's country of origin	The capital of {}	-1	-1	Biryani's country of origin	The capital of India	The capital of Biryani's country of origin	Biryani	India	New Delhi	18	24	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' '{}']	False	[ 0.0729  1.996  -2.5    ... -0.3994  0.936  -0.7324]
584	62144	5627711	the company that created B-29 Superfortress	The name of the CEO of {}	-1	-1	the company that created B-29 Superfortress	The name of the CEO of Boeing	The name of the CEO of the company that created B-29 Superfortress	B-29 Superfortress	Boeing	Dennis Muilenburg	1	29	['ungsseite' '(' '�' '�' '�' '門' '�' '�' '�' '�']	False	[ 0.1159   -0.10944  -0.013504 ... -0.0684   -0.0871   -0.02603 ]
585	18028	5602381	the company that created KC-767	The name of the CEO of {}	-1	-1	the company that created KC-767	The name of the CEO of Boeing	The name of the CEO of the company that created KC-767	KC-767	Boeing	Dennis Muilenburg	6	17	['is' ':' '\n' '```' '\n' 'CE' 'O' 'Name' ':' '\n']	False	[ 0.003296 -0.0909   -0.07983  ...  0.147     0.0833    0.07983 ]
586	63262	2092811	Biryani's country of origin	The largest city in {}	-1	-1	Biryani's country of origin	The largest city in India	The largest city in Biryani's country of origin	Biryani	India	Mumbai	6	23	[',' 'with' 'a' 'population' 'of' 'over' '' '1' '0' '0']	False	[-0.2223   0.08514 -0.5044  ... -0.5596  -0.1355   0.1873 ]
587	23029	2094096	Masala Dosa's country of origin	The capital of {}	-1	-1	Masala Dosa's country of origin	The capital of India	The capital of Masala Dosa's country of origin	Masala Dosa	India	New Delhi	30	10	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' 'the']	False	[-0.908   3.771  -5.68   ... -4.555   1.158  -0.8716]
588	12482	2092977	Tacos's country of origin	The language used in {}	-1	-1	Tacos's country of origin	The language used in Mexico	The language used in Tacos's country of origin	Tacos	Mexico	Spanish	26	25	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[ 0.401    0.2642  -3.992   ...  0.06616  0.3623  -1.34   ]
589	62704	2092342	Paella's country of origin	The largest city in {}	-1	-1	Paella's country of origin	The largest city in Spain	The largest city in Paella's country of origin	Paella	Spain	Madrid	18	29	['is' '{}' '\n' '\n' 'The' 'largest' 'city' 'in' '{}' 'is']	False	[-0.1423  1.578  -1.719  ... -1.264   1.504  -0.7314]
590	14617	2418888	Tesla, Inc.'s CEO	Name of father of {}	-1	-1	Tesla, Inc.'s CEO	Name of father of Elon Musk	Name of father of Tesla, Inc.'s CEO	Tesla, Inc.	Elon Musk	Errol Musk	0	21	['</s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>']	False	[-0.05707  -0.05267   0.003662 ... -0.01909   0.007935  0.007614]
591	21177	2093024	Poutine's country of origin	The language used in {}	-1	-1	Poutine's country of origin	The language used in Canada	The language used in Poutine's country of origin	Poutine	Canada	English	12	28	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.1824 -0.231  -0.5664 ... -0.3206 -0.1742  0.1919]
592	26811	5560746	the company that created Scion xD	The name of the CEO of {}	-1	-1	the company that created Scion xD	The name of the CEO of Toyota	The name of the CEO of the company that created Scion xD	Scion xD	Toyota	Akio Toyoda	11	19	['/' 'is' '[' 'CE' 'O' 'Name' '].' '\n' '\n' 'The']	False	[-0.1239  0.0907 -0.453  ... -0.552   0.5923  0.5293]
593	62154	2092404	Feijoada's country of origin	The largest city in {}	-1	-1	Feijoada's country of origin	The largest city in Brazil	The largest city in Feijoada's country of origin	Feijoada	Brazil	São Paulo	8	4	['of' 'the' 'largest' 'country' 'in' 'the' 'world' ',' 'Russia' ',']	False	[-0.2603  -0.08264 -0.577   ... -0.5903  -0.2439   0.1971 ]
594	66452	2093795	Chimichurri's country of origin	The capital of {}	-1	-1	Chimichurri's country of origin	The capital of Argentina	The capital of Chimichurri's country of origin	Chimichurri	Argentina	Buenos Aires	5	5	['of' 'the' 'United' 'States' 'is' 'Washington' ',' 'D' '.' 'C']	False	[-0.2974   0.06055 -0.3533  ... -0.3564  -0.1652   0.1011 ]
595	65061	2093024	Poutine's country of origin	The language used in {}	-1	-1	Poutine's country of origin	The language used in Canada	The language used in Poutine's country of origin	Poutine	Canada	English	21	22	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-1.085   2.723  -4.414  ... -0.1829  3.123  -2.283 ]
596	29732	2092977	Tacos's country of origin	The language used in {}	-1	-1	Tacos's country of origin	The language used in Mexico	The language used in Tacos's country of origin	Tacos	Mexico	Spanish	16	9	['is' 'not' 'valid' '.' '\n' '\n' 'Please' 'check' 'the' 'language']	False	[ 0.3403  0.8945 -0.965  ... -0.953   0.068   0.2776]
597	8999	2094096	Masala Dosa's country of origin	The capital of {}	-1	-1	Masala Dosa's country of origin	The capital of India	The capital of Masala Dosa's country of origin	Masala Dosa	India	New Delhi	30	3	['is' 'the' 'city' 'of' 'T' 'bil' 'isi' '.' '\n' '\n']	False	[-0.908   3.771  -5.68   ... -4.555   1.158  -0.8716]
598	18188	2093056	Paella's country of origin	The language used in {}	-1	-1	Paella's country of origin	The language used in Spain	The language used in Paella's country of origin	Paella	Spain	Spanish	1	26	['in' 'is' 'a' 'simple' ',' 'high' '-' 'level' 'language' 'that']	False	[-0.03827  -0.00599  -0.079    ... -0.04108  -0.03412  -0.015015]
599	42932	2092939	Pizza's country of origin	The language used in {}	-1	-1	Pizza's country of origin	The language used in Italy	The language used in Pizza's country of origin	Pizza	Italy	Italian	9	19	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.1855 -0.0695 -0.338  ... -0.544  -0.4265  0.628 ]
600	35618	2092939	Pizza's country of origin	The language used in {}	-1	-1	Pizza's country of origin	The language used in Italy	The language used in Pizza's country of origin	Pizza	Italy	Italian	29	22	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-2.797  1.966 -5.34  ... -3.553  3.865 -2.195]
601	68853	3087664	Nancy Sinatra's father	Name of mother of {}	-1	-1	Nancy Sinatra's father	Name of mother of Frank Sinatra	Name of mother of Nancy Sinatra's father	Nancy Sinatra	Frank Sinatra	Dolly Sinatra	9	3	[':' '\n' '\n' '1' '.' '' '\n' '\n' '2' '.']	False	[ 0.1927  -0.559   -0.03973 ... -0.3008  -0.3428  -0.1932 ]
602	10751	2392131	Tesla's CEO	Name of father of {}	-1	-1	Tesla's CEO	Name of father of Elon Musk	Name of father of Tesla's CEO	Tesla	Elon Musk	Errol Musk	10	18	[',' 'son' 'of' '\n' '\n' '1' '.' 'Name' 'of' 'father']	False	[ 0.1705  0.2166 -0.0619 ... -0.0841  0.132   0.178 ]
603	48217	2092455	Fish and Chips's country of origin	The largest city in {}	-1	-1	Fish and Chips's country of origin	The largest city in United Kingdom	The largest city in Fish and Chips's country of origin	Fish and Chips	United Kingdom	London	25	9	['is' 'not' 'necessarily' 'the' 'capital' '.' '\n' '\n' 'The' 'capital']	False	[ 0.8364  0.2917 -2.744  ...  0.498   1.171  -1.156 ]
604	23729	5560746	the company that created Scion xD	The name of the CEO of {}	-1	-1	the company that created Scion xD	The name of the CEO of Toyota	The name of the CEO of the company that created Scion xD	Scion xD	Toyota	Akio Toyoda	7	23	[';' '\n' '\n' 'The' 'name' 'of' 'the' 'C' 'TO' 'of']	False	[ 0.0681 -0.0915 -0.1236 ... -0.1808  0.1515  0.0836]
605	40715	2092310	Poutine's country of origin	The largest city in {}	-1	-1	Poutine's country of origin	The largest city in Canada	The largest city in Poutine's country of origin	Poutine	Canada	Toronto	11	1	['of' 'the' 'world' 'is' 'not' 'New' 'York' ',' 'London' ',']	False	[-0.05176  0.194   -0.4312  ... -0.4836  -0.4211   0.3296 ]
606	70500	2093795	Chimichurri's country of origin	The capital of {}	-1	-1	Chimichurri's country of origin	The capital of Argentina	The capital of Chimichurri's country of origin	Chimichurri	Argentina	Buenos Aires	10	11	['is' 'Paris' '.' '\n' 'The' 'currency' 'of' 'France' 'is' 'the']	False	[-0.1102 -0.3179 -0.7153 ... -0.964  -0.441  -0.2178]
607	53519	2093509	Ceviche's country of origin	The language used in {}	-1	-1	Ceviche's country of origin	The language used in Peru	The language used in Ceviche's country of origin	Ceviche	Peru	Spanish	24	3	['is' 'not' 'clear' '.' 'It' 'is' 'not' 'clear' 'what' 'is']	False	[-0.881  2.086 -5.37  ... -2.188  2.63  -2.482]
608	41164	5596123	the company that created B-17 Flying Fortress	The name of the CEO of {}	-1	-1	the company that created B-17 Flying Fortress	The name of the CEO of Boeing	The name of the CEO of the company that created B-17 Flying Fortress	B-17 Flying Fortress	Boeing	Dennis Muilenburg	10	1	['is' 'B' '-' '2' '9' 'Super' 'fort' 'ress' '.' '\n']	False	[-0.3464  0.1277  0.2141 ...  0.273  -0.2632 -0.6475]
609	69071	2093697	Tacos's country of origin	The capital of {}	-1	-1	Tacos's country of origin	The capital of Mexico	The capital of Tacos's country of origin	Tacos	Mexico	Mexico City	26	8	['is' 'Paris' '.' '\n' 'The' 'currency' 'of' 'France' 'is' 'the']	False	[ 0.401    0.2642  -3.992   ...  0.06616  0.3623  -1.34   ]
610	28138	2094358	Miso Soup's country of origin	The capital of {}	-1	-1	Miso Soup's country of origin	The capital of Japan	The capital of Miso Soup's country of origin	Miso Soup	Japan	Tokyo	14	9	['is' 'Paris' '.' '\n' 'The' 'currency' 'of' 'France' 'is' 'the']	False	[-0.07935 -0.01343 -0.91    ... -0.839    0.4326   0.1578 ]
611	53355	5596123	the company that developed B-17 Flying Fortress	The name of the CEO of {}	-1	-1	the company that developed B-17 Flying Fortress	The name of the CEO of Boeing	The name of the CEO of the company that developed B-17 Flying Fortress	B-17 Flying Fortress	Boeing	Dennis Muilenburg	9	2	['is' 'not' 'mentioned' 'in' 'the' 'article' '.' '</s>' '<s>' '<s>']	False	[-0.438  -0.138   0.2423 ...  0.1699 -0.3262 -0.8184]
612	31049	5627711	the company that developed B-29 Superfortress	The name of the CEO of {}	-1	-1	the company that developed B-29 Superfortress	The name of the CEO of Boeing	The name of the CEO of the company that developed B-29 Superfortress	B-29 Superfortress	Boeing	Dennis Muilenburg	20	8	['bom' 'ber' 'aircraft' 'is' ':' '\n' '\n' 'a' ')' 'Charles']	False	[ 0.00879 -0.287   -1.075   ...  1.453    1.207   -0.2976 ]
613	48316	2092977	Tacos's country of origin	The language used in {}	-1	-1	Tacos's country of origin	The language used in Mexico	The language used in Tacos's country of origin	Tacos	Mexico	Spanish	18	12	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[ 0.2073  1.506  -1.374  ... -0.4702  0.2927  0.3145]
614	23630	2094358	Miso Soup's country of origin	The capital of {}	-1	-1	Miso Soup's country of origin	The capital of Japan	The capital of Miso Soup's country of origin	Miso Soup	Japan	Tokyo	29	7	['is' 'New' 'Del' 'hi' '.' '\n' 'The' 'currency' 'of' 'India']	False	[ 0.832  3.578 -5.32  ... -3.121  2.639 -1.137]
615	66284	5627711	the company that created B-29 Superfortress	The name of the CEO of {}	-1	-1	the company that created B-29 Superfortress	The name of the CEO of Boeing	The name of the CEO of the company that created B-29 Superfortress	B-29 Superfortress	Boeing	Dennis Muilenburg	20	31	['es' 'press' 'o' '.' '\n' '\n' 'The' 'name' 'of' 'the']	False	[-0.3896 -0.6704 -0.946  ...  1.484   1.082  -0.4126]
616	61981	2093075	Chimichurri's country of origin	The language used in {}	-1	-1	Chimichurri's country of origin	The language used in Argentina	The language used in Chimichurri's country of origin	Chimichurri	Argentina	Spanish	11	8	['is' 'not' 'the' 'same' 'as' 'the' 'language' 'used' 'in' 'the']	False	[-0.12427 -0.1523  -0.6143  ... -0.6807  -0.3203  -0.2014 ]
617	8955	2094264	Biryani's country of origin	The capital of {}	-1	-1	Biryani's country of origin	The capital of India	The capital of Biryani's country of origin	Biryani	India	New Delhi	10	20	[',' 'the' 'largest' 'city' 'in' 'the' 'country' ',' 'is' 'located']	False	[-0.3286 -0.1177 -0.6357 ... -0.663  -1.021   0.4463]
618	28752	2092064	Biryani's country of origin	The official currency of {}	-1	-1	Biryani's country of origin	The official currency of India	The official currency of Biryani's country of origin	Biryani	India	Rupee	26	17	['is' 'the' '[' 'B' 'TC' '](' 'https' '://' 'en' '.']	False	[ 0.3962  3.51   -7.125  ... -2.047   2.346  -3.2   ]
619	49408	2092233	Sushi's country of origin	The largest city in {}	-1	-1	Sushi's country of origin	The largest city in Japan	The largest city in Sushi's country of origin	Sushi	Japan	Tokyo	30	16	['is' 'not' 'the' 'capital' '.' '\n' '\n' 'The' 'largest' 'city']	False	[-1.706   1.618  -6.67   ... -3.246   1.911   0.1139]
620	1075	2093024	Poutine's country of origin	The language used in {}	-1	-1	Poutine's country of origin	The language used in Canada	The language used in Poutine's country of origin	Poutine	Canada	English	12	6	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.1824 -0.231  -0.5664 ... -0.3206 -0.1742  0.1919]
621	37821	2092455	Fish and Chips's country of origin	The largest city in {}	-1	-1	Fish and Chips's country of origin	The largest city in United Kingdom	The largest city in Fish and Chips's country of origin	Fish and Chips	United Kingdom	London	15	12	['is' 'located' 'in' 'which' 'country' '?' '\n' '\n' 'A' '.']	False	[ 0.04907 -0.1267  -1.088   ... -0.566    0.3599  -0.01721]
622	47496	2093686	Sushi's country of origin	The capital of {}	-1	-1	Sushi's country of origin	The capital of Japan	The capital of Sushi's country of origin	Sushi	Japan	Tokyo	20	17	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' 'France']	False	[-0.4226  1.4375 -2.867  ... -0.503   1.342  -0.9463]
623	57878	2092561	Pierogi's country of origin	The largest city in {}	-1	-1	Pierogi's country of origin	The largest city in Poland	The largest city in Pierogi's country of origin	Pierogi	Poland	Warsaw	31	5	['var' 'ies' 'depending' 'on' 'the' 'source' '.' 'According' 'to' 'the']	False	[-0.927   1.7295 -3.32   ... -1.288   0.2903  0.9053]
624	61798	2093122	Feijoada's country of origin	The language used in {}	-1	-1	Feijoada's country of origin	The language used in Brazil	The language used in Feijoada's country of origin	Feijoada	Brazil	Portuguese	19	0	['is' 'not' 'specified' 'in' 'the' 'question' '.' '\n' '\n' 'The']	False	[ 0.0867  1.387  -2.191  ... -0.2053  1.547  -1.26  ]
